ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Minority Interest,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
CTG,2015,1,10291744000000,0.0014392278394219674,1245088000000,0.09638837521357974,10291744000000,-5599318000000,4692426000000,435877000000,-164946000000,270931000000,37322000000,99377000000,-43233000000,605236000000,-420610000000,184626000000,14546000000,5255995000000,-2181783000000,3074212000000,-1510240000000,1563972000000,-315938000000,-315938000000,0,-2946000000,1248034000000,1245088000000,0,VCI,yearly
CTG,2014,4,10194690620246,-0.03182627365285043,1446590246126,1.9041399568481059,10194690620246,-5843164204419,4351526415827,711783246352,-312239354489,399543891863,77280008323,76422880757,-20275202643,2406927889304,-1287919500392,1119008388912,22688957492,6026195340531,-2794581954959,3231613385572,-1409264405204,1822348980368,-370907247449,-370907247449,0,-4851486793,1451441732919,1446590246126,0,VCI,yearly
CTG,2014,3,10285783175200,-0.04686205926918996,1247708628236,-0.42941788638269507,10285783175200,-5776430395742,4509352779458,546846586069,-299670315293,247176270776,114809187473,55636768816,2196688686,328958749953,-151020437951,177938312002,48663793160,5155773800371,-2773068791685,2382705008686,-775245756517,1607459252169,-356044271821,-356044271821,0,-3706352112,1251414980348,1247708628236,0,VCI,yearly
CTG,2014,2,10318160877039,-0.08571372237301303,1882187220158,-0.09066154245967464,10318160877039,-5823083715487,4495077161552,595489330987,-167242508190,428246822797,71938339021,37039661687,-130281073822,447722736903,-542825998445,-95103261542,54328279878,4861245929571,-1753639410538,3107606519033,-692642065967,2414964453066,-530571492979,-530571492979,0,-2205739929,1884392960087,1882187220158,810,VCI,yearly
CTG,2014,1,10276953122961,-0.11944502695200065,1135626779842,0.09241974086726246,10276953122961,-6052723284513,4224229838448,550347669013,-157530491810,392817177203,122511660979,23324338313,-5314926178,559288263097,-369647001555,189641261542,40703720122,4987913070429,-2505395589462,2482517480967,-1024812934033,1457704546934,-317745507021,-317745507021,0,-4332260071,1139959039913,1135626779842,0,VCI,yearly
CTG,2013,4,10529815406900,0.0,498113130779,0.0,10529815406900,-6196493739012,4333321667888,589006197946,-153886798254,435119399692,112553750843,1703737792,-66026059292,505226786923,-111304743556,393922043367,15975537528,5226570077818,-3055692473079,2170877604739,-1465121999959,705755604780,-203362355441,-203362355441,0,-4280118560,502393249339,498113130779,0,VCI,yearly
CTG,2013,3,10791494846290,0.0,2186729304089,0.0,10791494846290,-6161684977302,4629809868988,569524009611,-148087244642,421436764969,103339746331,7810358388,2421092378,793844456471,-102100226826,691744229645,49191401797,5905753462496,-2198744068498,3707009393998,-796825875834,2910183518164,-720111165138,-720111165138,0,-3343048937,2190072353026,2186729304089,0,VCI,yearly
CTG,2013,2,11285481505661,-0.135981912112326,2069842317292,2.627379874701092,11285481505661,-6618170344964,4667311160697,503685650642,-137201713578,366483937064,-22721065375,4036203118,90709735282,365544819856,-163979851869,201564967987,58735891341,5366120830114,-2084690538043,3281430292071,-514688879389,2766741412682,-691897547925,-691897547925,0,-5001547465,2074843864757,2069842317292,0,VCI,yearly
CTG,2013,1,11670995494339,0.0,1039551682708,0.0,11670995494339,-7025176655036,4645818839303,434485349358,-130451286422,304034062936,98278065375,5182796882,-3710735282,267061180144,-83087148131,183974032013,50070108659,5283647169886,-2567419461957,2716227707929,-1346409120611,1369818587318,-327362452075,-327362452075,0,-2904452535,1042456135243,1039551682708,0,VCI,yearly
CTG,2012,2,13061626444941,0.7183871182626088,570616364646,-0.13867178565982002,13061626444941,-8376667514932,4684958930009,457869868314,-138767820579,319102047735,78590864249,17023163497,40362951879,330982023413,-23168859164,307813164249,31128664021,5478979785639,-3213920973410,2265058812229,-1490292184544,774766627685,-199233319806,-199233319806,0,-4916943233,575533307879,570616364646,0,VCI,yearly
CTG,2010,2,7601096578370,0.8159947616079147,662484236724,0.721345307226847,7601096578370,-4523688658106,3077407920264,440695554846,-68934595106,371760959740,-101484056621,-10480318060,9079440280,141149641284,2963599671,144113240955,59860291900,3550257478458,-2119226558284,1431030920174,-424752924208,1006277995966,-341651616800,-322947616800,-18704000000,-2142142442,664626379166,662484236724,0,VCI,yearly
CTG,2009,2,4185637942942,0.0,384864230287,0.0,4185637942942,-2354634788272,1831003154670,206118771396,-57527940301,148590831095,68579026629,54168000000,8698965215,-38240500300,233296027734,195055527434,14703507100,2320799012143,-1526781736486,794017275657,78575000000,872592275657,-487854045370,-487854045370,0,126000000,384738230287,384864230287,0,VCI,yearly
