ticker,yearReport,lengthReport,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,data_source,period_type
MSN,2015,1,157635000000.0,347442000000.0,31115000000.0,48702000000.0,0.0,-103279000000.0,399634000000.0,-136335000000.0,744914000000.0,-78529000000.0,-405966000000.0,78584000000.0,112485000000.0,-855981000000.0,-723801000000.0,0.0,-915000000.0,-1129209000000.0,-491515000000.0,45000000.0,-3126339000000.0,5570009000000.0,-1741240000000.0,1549990000000.0,120089000000.0,1881039000000.0,0.0,0.0,4163111000000.0,-5332353000000.0,0.0,0.0,-1169242000000.0,-417412000000.0,5166415000000.0,1078000000.0,4750081000000.0,VCI,quarterly
MSN,2014,4,2157554000000.0,19734000000.0,32941000000.0,16110000000.0,-5641000000.0,-743961000000.0,377862000000.0,-412011000000.0,1442588000000.0,961306000000.0,99474000000.0,-963782000000.0,201979000000.0,-301336000000.0,-62721000000.0,0.0,-570000000.0,1376938000000.0,-1347352000000.0,30141000000.0,-25765031000000.0,24685669000000.0,18810124000000.0,-19926108000000.0,-36680000000.0,-3549237000000.0,388323000000.0,0.0,6482480000000.0,-2424595000000.0,0.0,-1676000000.0,4444532000000.0,2272233000000.0,2897335000000.0,-3153000000.0,5166415000000.0,VCI,quarterly
MSN,2014,3,345868000000.0,393877000000.0,-93000000.0,-8924000000.0,9350000000.0,-272557000000.0,347006000000.0,248233000000.0,1062760000000.0,-387185000000.0,-116898000000.0,-293043000000.0,0.0,-504424000000.0,-79589000000.0,0.0,-4050000000.0,-322429000000.0,-436564000000.0,639000000.0,0.0,0.0,-7058216000000.0,4388395000000.0,141136000000.0,-2964610000000.0,11054000000.0,0.0,4241896000000.0,-3192478000000.0,0.0,-36828000000.0,1023644000000.0,-2263395000000.0,5160730000000.0,0.0,2897335000000.0,VCI,quarterly
MSN,2014,2,98484000000.0,423279000000.0,26006000000.0,41989000000.0,-164000000.0,-2178000000.0,484015000000.0,-105192000000.0,966239000000.0,-335895000000.0,-362887000000.0,-151630000000.0,0.0,-276925000000.0,-46421000000.0,0.0,-51235000000.0,-258754000000.0,77264000000.0,1092000000.0,5679785000000.0,-6505918000000.0,-12926216000000.0,15593651000000.0,166649000000.0,2086307000000.0,79422000000.0,0.0,6450436000000.0,-6509039000000.0,0.0,-1298323000000.0,-1277504000000.0,550049000000.0,4608179000000.0,2502000000.0,5160730000000.0,VCI,quarterly
MSN,2014,1,137825000000.0,283927000000.0,5522000000.0,-107000000.0,2557000000.0,-39316000000.0,255839000000.0,-135983000000.0,510264000000.0,-440428000000.0,-229667000000.0,722657000000.0,0.0,-651418000000.0,-374016000000.0,0.0,0.0,-462608000000.0,-1002050000000.0,428000000.0,-5915584000000.0,6505918000000.0,0.0,0.0,162989000000.0,-248299000000.0,29144000000.0,0.0,4668299000000.0,-5076131000000.0,0.0,0.0,-378688000000.0,-1089595000000.0,5698563000000.0,-789000000.0,4608179000000.0,VCI,quarterly
MSN,2013,4,941301000000.0,146853000000.0,24223000000.0,4644000000.0,147000000.0,59500000000.0,185826000000.0,-321548000000.0,1040946000000.0,392495000000.0,124213000000.0,-37232000000.0,0.0,-196121000000.0,-177915000000.0,0.0,0.0,1146386000000.0,-821896000000.0,5000000.0,-43328557000000.0,41376557000000.0,-125788000000.0,0.0,65221000000.0,-2834458000000.0,-5146374000000.0,0.0,8653344000000.0,-2238154000000.0,0.0,0.0,1268816000000.0,-419256000000.0,6115293000000.0,2526000000.0,5698563000000.0,VCI,quarterly
MSN,2013,3,492721000000.0,158775000000.0,4791000000.0,-1882000000.0,7186000000.0,324113000000.0,101933000000.0,-331512000000.0,756125000000.0,-172979000000.0,-206159000000.0,287620000000.0,0.0,-377330000000.0,-72301000000.0,0.0,-7578000000.0,207398000000.0,-928764000000.0,1444000000.0,214494000000.0,871000000000.0,-1000000.0,1061861000000.0,-1715943000000.0,-495909000000.0,5455856000000.0,-3490092000000.0,92130000000.0,-1961279000000.0,0.0,0.0,96615000000.0,-191896000000.0,6342240000000.0,-35051000000.0,6115293000000.0,VCI,quarterly
MSN,2013,2,464465000000.0,108937000000.0,2214000000.0,-6729000000.0,133000000.0,-203963000000.0,50593000000.0,171656000000.0,587306000000.0,180590000000.0,-176878000000.0,50790000000.0,0.0,-740487000000.0,-497833000000.0,5287000000.0,-17730000000.0,-608955000000.0,-880131000000.0,13000000.0,-214494000000.0,-1553500000000.0,-199322000000.0,207463000000.0,1921054000000.0,-718917000000.0,360631000000.0,0.0,1959177000000.0,-1524324000000.0,0.0,-14926000000.0,780558000000.0,-547314000000.0,6858276000000.0,31278000000.0,6342240000000.0,VCI,quarterly
MSN,2013,1,116815000000.0,105494000000.0,3943000000.0,16000000.0,67000000.0,14900000000.0,64602000000.0,-98703000000.0,207134000000.0,-408160000000.0,-227318000000.0,-284569000000.0,0.0,-35562000000.0,-85545000000.0,-5287000000.0,0.0,-839307000000.0,-1449217000000.0,100000000.0,0.0,1553500000000.0,-437279000000.0,-207463000000.0,213691000000.0,-326668000000.0,2782702000000.0,0.0,1172222000000.0,-1649390000000.0,0.0,0.0,2305534000000.0,1139559000000.0,5718717000000.0,0.0,6858276000000.0,VCI,quarterly
MSN,2010,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,quarterly
