ticker,yearReport,lengthReport,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,data_source,period_type
MBB,2013,4,-457000569959.0,82576488530.0,-434445090094.0,-52051081100.0,-77997806125.0,34667871387.0,-86709433248.0,631250000000.0,-218749999620.0,-791955604062.0,13267325721599.0,0.0,12475370117537.0,-486496171194.0,1690782554.0,-30958101336.0,0.0,-850000000000.0,VCI,yearly
MBB,2013,3,-411359961866.0,882261504771.0,3318765004661.0,-30390375642.0,-91063225132.0,-8805605059.0,-168365630957.0,0.0,18484381928.0,3138493379990.0,10128832341609.0,0.0,13267325721599.0,3288374629019.0,818838493.0,-68575677946.0,0.0,296893373.0,VCI,yearly
MBB,2013,2,-134428743872.0,1686597280757.0,-12626784516403.0,-23615228048.0,-350613976219.0,60713654318.0,-281373363141.0,625000000000.0,-212796893373.0,-13144570000965.0,23273402342574.0,0.0,10128832341609.0,-12650399744451.0,44926436227.0,-10599477467.0,0.0,-837796893373.0,VCI,yearly
MBB,2013,1,-252572820797.0,1153577752290.0,-5203185030675.0,-14376108852.0,-121411105193.0,1991434400.0,-38942060519.0,0.0,625000000000.0,-4631503200046.0,27904905542620.0,0.0,23273402342574.0,-5217561139527.0,132442937.0,80345167337.0,0.0,625000000000.0,VCI,yearly
MBB,2012,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
MBB,2012,2,-138808869736.0,1879474429290.0,-1246874509355.0,-226561861026.0,-49650455303.0,25492769784.0,5655099836927.0,0.0,-650009715118.0,3531653751428.0,37270254726685.0,10212750000.0,40812121228113.0,-1473436370381.0,423283395.0,-128824900000.0,11154656885.0,-638000000000.0,VCI,yearly
MBB,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
MBB,2011,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
MBB,2011,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCI,yearly
MBB,2011,2,-217993635713.0,981670025887.0,-1935064800913.0,-77104025436.0,-281239142518.0,36101670681.0,-178795156978.0,0.0,183717903460.0,-2007246079867.0,33349980288925.0,0.0,31342734209058.0,-2012168826349.0,5407999998.0,848990061061.0,-1134690517182.0,321949994129.0,VCI,yearly
