ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Minority Interest,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
BID,2017,4,20868723000000,0.17464486207772886,2681561000000,0.7428702531995224,20868723000000,-12860160000000,8008563000000,1676964000000,-830538000000,846426000000,154078000000,165670000000,308548000000,2190636000000,-414634000000,1776002000000,39373000000,11298660000000,-5024993000000,6273667000000,-3028203000000,3245464000000,-495337000000,-519714000000,24377000000,-68566000000,2750127000000,2681561000000,0,VCI,yearly
BID,2017,3,21151114000000,0.2708293277781089,1505105000000,-0.23442117631499973,21151114000000,-12131137000000,9019977000000,1368615000000,-638840000000,729775000000,209600000000,165122000000,32184000000,911843000000,-350637000000,561206000000,163593000000,10881457000000,-3463598000000,7417859000000,-5555963000000,1861896000000,-378904000000,-379449000000,545000000,22113000000,1482992000000,1505105000000,0,VCI,yearly
BID,2017,2,19014319000000,0.3649895179551545,892009000000,-0.10372022688108838,19014319000000,-11826855000000,7187464000000,1444782000000,-608628000000,836154000000,181185000000,56252000000,50330000000,1017410000000,-286006000000,731404000000,-25669000000,9017120000000,-3618075000000,5399045000000,-3982774000000,1416271000000,-438626000000,-443012000000,4386000000,-85636000000,977645000000,892009000000,0,VCI,yearly
BID,2017,1,17648275000000,0.20731840549709885,1823679000000,0.09907851598283593,17648275000000,-10842516000000,6805759000000,1142193000000,-567969000000,574224000000,122425000000,103821000000,-67018000000,475164000000,-264862000000,210302000000,137604000000,7887117000000,-3261856000000,4625261000000,-2348196000000,2277065000000,-428145000000,-431780000000,3635000000,-25241000000,1848920000000,1823679000000,0,VCI,yearly
BID,2016,4,17765985000000,0.3026165780865627,1538589000000,-0.15337009095861465,17765985000000,-10735383000000,7030602000000,1393910000000,-612094000000,781816000000,160096000000,56947000000,433645000000,1473494000000,-1013964000000,459530000000,9549000000,8932185000000,-4653962000000,4278223000000,-2301545000000,1976678000000,-412385000000,-415668000000,3283000000,-25704000000,1564293000000,1538589000000,0,VCI,yearly
BID,2016,3,16643552000000,0.26452724030166824,1965970000000,-0.021743890035568064,16643552000000,-10138025000000,6505527000000,1085398000000,-520711000000,564687000000,168823000000,164771000000,23030000000,899676000000,-410152000000,489524000000,145961000000,8062323000000,-3153871000000,4908452000000,-2478185000000,2430267000000,-440862000000,-447680000000,6818000000,-23435000000,1989405000000,1965970000000,0,VCI,yearly
BID,2016,2,13930011000000,0.2883262657333137,995235000000,0.6144461242975979,13930011000000,-9367730000000,4562281000000,1059889000000,-403867000000,656022000000,115637000000,131111000000,-48868000000,755724000000,-290924000000,464800000000,948732000000,6829715000000,-3076281000000,3753434000000,-2503233000000,1250201000000,-238456000000,-239368000000,912000000,-16510000000,1011745000000,995235000000,578,VCI,yearly
BID,2016,1,14617747000000,0.28313948532909394,1659280000000,-0.1053401479201725,14617747000000,-8978125000000,5639622000000,961503000000,-459639000000,501864000000,89890000000,80839000000,-43020000000,600901000000,-274355000000,326546000000,110246000000,6705987000000,-2637765000000,4068222000000,-1990741000000,2077481000000,-394924000000,-394924000000,0,-23277000000,1682557000000,1659280000000,0,VCI,yearly
BID,2015,4,13638691000000,0.4300497142105794,1817310000000,0.2540950783882559,13638691000000,-8043078000000,5595613000000,1206533000000,-479379000000,727154000000,310346000000,65182000000,325519000000,1220119000000,-495526000000,724593000000,-17849000000,7730558000000,-3600529000000,4130029000000,-1716555000000,2413474000000,-550438000000,-545035000000,-5403000000,-45726000000,1863036000000,1817310000000,0,VCI,yearly
BID,2015,3,13161877000000,0.1829860865039543,2009668000000,0.27678703318709874,13161877000000,-7937165000000,5224712000000,1010011000000,-448682000000,561329000000,-68597000000,6377000000,-361221000000,760925000000,-329682000000,431243000000,248455000000,6042298000000,-3125230000000,2917068000000,-499301000000,2417767000000,-400502000000,-398377000000,-2125000000,-7597000000,2017265000000,2009668000000,0,VCI,yearly
